,Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
2218,Apartamentos,66.0,260000.0,2,2,1,Uruguai
2219,Apartamentos,89.0,564990.0,3,3,2,Fátima
2220,Casas,303.0,850000.0,4,5,4,Jóquei
2221,Apartamentos,60.0,210000.0,2,2,1,Uruguai
2222,Apartamentos,71.0,490000.0,3,3,2,Uruguai
2223,Apartamentos,94.0,580000.0,3,2,2,Monte Castelo
2224,Casas,160.0,1200000.0,3,4,4,Gurupi
2227,Apartamentos,50.0,140000.0,2,1,1,Santa Rosa
2228,Apartamentos,190.0,1300000.0,4,1,3,Fátima
2229,Apartamentos,82.0,460000.0,3,1,2,Noivos
2230,Apartamentos,72.0,390000.0,3,1,1,Recanto das Palmeiras
2231,Apartamentos,224.0,1800000.0,3,5,3,Jóquei
2232,Apartamentos,70.0,366145.0,3,2,1,Cabral
2233,Casas,143.0,400000.0,3,2,3,Vale do Gavião
2234,Apartamentos,136.0,1137479.0,3,3,3,Fátima
2235,Apartamentos,64.0,390000.0,3,1,1,Cristo Rei
2236,Casas,180.0,490000.0,3,3,2,Jóquei
2237,Casas,88.0,420000.0,3,3,2,Morros
2238,Casas,200.0,700000.0,3,4,4,São Cristóvão
2239,Apartamentos,77.0,320000.0,3,3,1,Campestre
2240,Casas,180.0,800000.0,3,4,3,Aeroporto
2241,Apartamentos,48.0,191224.0,2,1,1,Uruguai
2242,Casas,67.0,335000.0,3,2,2,Tabajaras
2243,Apartamentos,208.0,1780000.0,3,3,3,Jóquei
2244,Apartamentos,74.0,440000.0,3,2,1,Santa Isabel
2245,Apartamentos,85.0,490000.0,3,3,2,Ilhotas
2246,Casas,250.0,800000.0,3,5,5,Planalto
2247,Apartamentos,70.0,300000.0,3,3,1,Planalto
2248,Apartamentos,48.0,160000.0,2,1,1,Novo Horizonte
2249,Apartamentos,48.0,135000.0,2,1,1,Vale do Gavião
2250,Apartamentos,43.0,150000.0,2,1,1,Uruguai
2252,Casas,350.0,550000.0,3,4,4,Campestre
2253,Apartamentos,48.0,150000.0,2,1,1,Morada do Sol
2256,Apartamentos,70.0,220000.0,3,2,1,Cristo Rei
2257,Apartamentos,96.0,550000.0,3,1,2,Jóquei
2258,Casas,61.0,330000.0,3,2,2,Socopo
2259,Casas,240.0,750000.0,4,4,5,Morada do Sol
2260,Apartamentos,50.0,244695.0,2,2,1,Uruguai
2261,Apartamentos,124.0,690000.0,3,2,2,Jóquei
2262,Casas,170.0,495000.0,3,4,2,Morros
2263,Casas,232.0,700000.0,5,4,2,Ininga
2264,Casas,210.0,600000.0,4,4,2,Santa Lia
2265,Apartamentos,71.0,379000.0,3,2,2,Noivos
2266,Apartamentos,224.0,1800000.0,3,4,3,Jóquei
2267,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2268,Casas,150.0,560000.0,4,4,5,Santa Isabel
2269,Apartamentos,166.0,900000.0,3,3,2,Fátima
2270,Casas,226.0,570000.0,4,5,5,Fátima
2271,Casas,630.0,650000.0,3,3,3,Campestre
2272,Apartamentos,105.0,780000.0,4,2,2,Fátima
2273,Apartamentos,304.0,1900000.0,4,5,4,Jóquei
2274,Apartamentos,77.0,390000.0,2,2,2,Noivos
2275,Apartamentos,220.0,950000.0,4,4,4,Fátima
2276,Apartamentos,220.0,950000.0,4,4,4,Fátima
2277,Apartamentos,304.0,2300000.0,4,5,4,Jóquei
2278,Apartamentos,87.0,527000.0,3,1,2,Ilhotas
2279,Apartamentos,91.0,560000.0,3,3,2,Fátima
2280,Apartamentos,50.0,180000.0,2,1,1,Uruguai
2281,Apartamentos,85.0,580000.0,2,3,2,Jóquei
2282,Apartamentos,48.0,120000.0,2,1,1,Tabajaras
2283,Apartamentos,77.0,300000.0,3,2,1,Horto
2284,Apartamentos,218.0,1350000.0,3,3,3,Jóquei
2285,Apartamentos,218.0,1350000.0,3,3,3,Jóquei
2286,Apartamentos,49.0,145000.0,2,1,1,Itararé
2288,Apartamentos,99.0,450000.0,3,3,2,Ininga
2289,Apartamentos,73.0,390000.0,3,2,1,Triunfo
2290,Casas,199.0,550000.0,3,3,2,Centro
2293,Apartamentos,60.0,230000.0,3,2,2,Santa Lia
2294,Apartamentos,59.0,226000.0,3,2,1,Vale Quem Tem
2295,Casas,170.0,275000.0,3,2,1,Boa Esperança
2296,Apartamentos,77.0,650000.0,3,1,2,Horto
2297,Casas,151.0,750000.0,4,4,2,Gurupi
2298,Apartamentos,155.0,400000.0,3,3,1,Frei Serafim
2299,Apartamentos,65.0,300000.0,3,2,2,Recanto das Palmeiras
2300,Casas,250.0,1750000.0,4,4,4,Uruguai
2301,Apartamentos,52.0,160000.0,2,1,1,Uruguai
2302,Apartamentos,45.0,210000.0,2,1,1,Vale Quem Tem
2303,Apartamentos,150.0,850000.0,4,5,3,Fátima
2304,Casas,160.0,180000.0,2,1,2,Vale Quem Tem
2305,Apartamentos,68.0,360000.0,3,1,1,Gurupi
2306,Apartamentos,58.0,268600.0,2,2,1,Horto
2307,Apartamentos,86.0,900000.0,3,2,2,São Cristóvão
2308,Apartamentos,182.0,1200000.0,4,5,2,Jóquei
2309,Apartamentos,74.0,210000.0,3,2,1,Ilhotas
2310,Apartamentos,45.0,130000.0,2,1,1,Vale Quem Tem
2312,Casas,500.0,950000.0,3,4,5,Verde Lar
2313,Apartamentos,59.0,230000.0,3,4,1,Santa Lia
2314,Apartamentos,49.0,190000.0,2,1,1,Uruguai
2315,Apartamentos,58.0,195000.0,2,1,1,Uruguai
2316,Casas,180.0,900000.0,4,4,2,Gurupi
2317,Casas,143.0,480000.0,3,2,2,Vermelha
2318,Apartamentos,46.0,135000.0,2,1,1,Centro
2319,Apartamentos,57.0,264000.0,2,2,1,Cristo Rei
2320,Apartamentos,77.0,230000.0,3,3,1,Campestre
2321,Apartamentos,70.0,325000.0,3,2,2,Morros
2322,Apartamentos,51.0,230000.0,2,2,1,Vale Quem Tem
2323,Casas,141.0,310000.0,2,1,2,Saci
2324,Casas,137.0,320000.0,3,2,2,Mocambinho
2325,Casas,258.0,750000.0,4,5,3,Santa Isabel
2326,Apartamentos,65.0,250000.0,3,2,1,Cristo Rei
2327,Apartamentos,48.0,185000.0,2,1,1,Parque Ideal
2328,Apartamentos,45.0,130000.0,3,4,1,Vale do Gavião
2329,Apartamentos,225.0,2414100.0,4,5,5,Ininga
2330,Casas,120.0,240000.0,3,1,2,Primavera
2331,Casas,215.0,1200000.0,3,5,4,Santa Isabel
2332,Casas,260.0,800000.0,4,5,5,Cristo Rei
2333,Apartamentos,128.0,1150000.0,3,4,2,Ininga
2334,Casas,365.0,1500000.0,5,5,5,Ininga
2336,Apartamentos,70.0,485000.0,3,2,2,São Cristóvão
2337,Casas,114.0,460000.0,4,2,3,Primavera
2338,Casas,99.0,420000.0,3,3,2,Gurupi
2339,Apartamentos,92.0,235000.0,2,1,1,Nossa Senhora das Graças
2340,Apartamentos,110.0,640000.0,3,2,2,Horto
2341,Casas,132.0,550000.0,3,3,4,Macaúba
2342,Apartamentos,66.0,220000.0,2,2,1,Vale Quem Tem
2343,Apartamentos,198.0,1400000.0,3,1,2,Ilhotas
2344,Apartamentos,102.0,420000.0,2,2,2,São Cristóvão
2345,Casas,187.0,700000.0,3,3,2,Memorare
2346,Casas,300.0,160000.0,2,1,2,Santo Antônio
2348,Apartamentos,59.0,110000.0,2,1,1,Cidade Nova
2349,Apartamentos,64.0,220000.0,2,2,1,São Cristóvão
2350,Apartamentos,85.0,535000.0,3,2,2,Ilhotas
2351,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2352,Casas,182.0,980000.0,4,4,2,Horto
2353,Casas,76.0,290000.0,3,3,2,Morros
2354,Casas,76.0,290000.0,3,3,2,Morros
2355,Casas,76.0,290000.0,3,3,2,Morros
2356,Casas,76.0,290000.0,3,3,2,Morros
2357,Apartamentos,178.0,1200000.0,4,5,3,Horto
2358,Casas,151.0,750000.0,4,4,2,Gurupi
2359,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2360,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2362,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2363,Casas,180.0,500000.0,3,1,3,Saci
2364,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2365,Casas,520.0,2400000.0,3,3,4,Uruguai
2366,Casas,200.0,590000.0,4,3,4,Satélite
2367,Apartamentos,55.0,140000.0,2,2,1,Colorado
2369,Casas,440.0,1300000.0,4,5,4,Socopo
2370,Apartamentos,196.0,1100000.0,4,5,3,Cristo Rei
2371,Apartamentos,107.0,550000.0,3,2,2,Horto
2372,Casas,160.0,1200000.0,3,4,2,Uruguai
2373,Apartamentos,79.0,735000.0,2,3,2,Fátima
2374,Apartamentos,130.0,280000.0,3,2,1,Vermelha
2375,Casas,200.0,210000.0,2,2,1,Cidade Jardim
2376,Casas,233.0,970000.0,4,3,4,Santa Isabel
2377,Apartamentos,80.0,560000.0,3,2,2,Ininga
2378,Apartamentos,60.0,275000.0,2,2,1,Uruguai
2379,Casas,92.0,444900.0,3,3,2,Morros
2380,Apartamentos,85.0,535000.0,3,2,2,Ilhotas
2381,Apartamentos,80.0,265000.0,2,2,1,Cristo Rei
2382,Apartamentos,59.0,215000.0,3,2,2,Santa Lia
2383,Casas,355.0,680000.0,4,5,3,Centro
2384,Casas,329.0,2750000.0,3,5,4,Uruguai
2385,Apartamentos,59.0,330000.0,3,2,1,Jóquei
2387,Apartamentos,56.0,280000.0,3,2,1,Gurupi
2388,Casas,88.0,420000.0,3,2,2,Morros
2389,Apartamentos,46.0,135000.0,2,1,1,Centro
2390,Apartamentos,48.0,165000.0,2,2,1,Gurupi
2391,Casas,400.0,550000.0,4,3,4,Vermelha
2392,Apartamentos,48.0,140000.0,2,1,1,Todos os Santos
2393,Casas,58.0,260000.0,2,1,2,Lourival Parente
2394,Apartamentos,58.0,150000.0,3,1,1,Santa Isabel
2395,Casas,160.0,680000.0,4,4,2,Morros
2396,Casas,280.0,1400000.0,4,4,5,Ininga
2398,Casas,182.0,980000.0,4,4,2,Horto
2399,Casas,160.0,300000.0,3,3,2,Itararé
2400,Casas,520.0,2400000.0,3,3,4,Uruguai
2401,Casas,65.0,165000.0,2,1,1,Santa Maria
2402,Apartamentos,104.0,695000.0,3,3,2,Ilhotas
2403,Apartamentos,440.0,1300000.0,4,5,4,Socopo
2404,Casas,200.0,850000.0,4,4,2,Santa Isabel
2405,Casas,240.0,750000.0,4,4,5,Morada do Sol
2406,Casas,151.0,750000.0,4,4,2,Gurupi
2407,Casas,287.0,850000.0,5,5,4,São João
2408,Casas,246.0,1500000.0,3,4,4,Uruguai
2409,Casas,322.0,1299000.0,4,4,5,Ininga
2411,Casas,600.0,2980000.0,5,5,4,Uruguai
2412,Casas,200.0,850000.0,4,4,4,Santa Isabel
2413,Casas,200.0,870000.0,4,5,5,Ininga
2415,Casas,180.0,470000.0,3,3,2,Ininga
2416,Casas,226.0,750000.0,4,5,5,Fátima
2417,Apartamentos,160.0,1600000.0,3,1,2,Jóquei
2418,Apartamentos,106.0,820000.0,3,1,2,Horto
2419,Casas,180.0,770000.0,4,4,2,Morros
2420,Apartamentos,85.0,320000.0,3,3,1,Noivos
2421,Casas,180.0,470000.0,3,1,2,Ininga
2422,Casas,243.0,1350000.0,4,1,2,Morros
2423,Apartamentos,58.0,510000.0,1,1,1,Jóquei
2424,Apartamentos,99.0,240000.0,2,1,1,Morros
2425,Apartamentos,225.0,2121900.0,4,1,4,Jóquei
2426,Casas,220.0,1550000.0,4,4,2,Uruguai
2427,Apartamentos,51.0,250000.0,2,1,1,Aeroporto
2428,Casas,300.0,1300000.0,4,5,5,Gurupi
2429,Casas,208.0,1250000.0,4,4,4,Morros
2430,Apartamentos,86.0,562990.0,3,4,2,Jóquei
2431,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2432,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2433,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2434,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2435,Casas,480.0,350000.0,4,1,5,Santa Cruz
2436,Casas,300.0,350000.0,2,1,2,Recanto das Palmeiras
2437,Apartamentos,67.0,360000.0,3,3,1,Ininga
2438,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2439,Casas,160.0,680000.0,4,5,2,Morros
2440,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2441,Apartamentos,83.0,650000.0,3,3,2,Jóquei
2442,Apartamentos,86.0,480000.0,3,3,2,Ininga
2443,Casas,100.0,439000.0,3,3,2,Morros
2444,Apartamentos,112.0,130000.0,3,2,1,Vermelha
2445,Apartamentos,68.0,250000.0,3,2,1,Recanto das Palmeiras
2447,Apartamentos,63.0,270000.0,3,2,2,Uruguai
2448,Apartamentos,62.0,380000.0,2,2,1,Fátima
2450,Apartamentos,49.0,170000.0,2,2,1,Vale Quem Tem
2451,Apartamentos,208.0,850000.0,4,3,2,Ilhotas
2452,Casas,40.0,125000.0,2,1,2,Novo Horizonte
2453,Casas,200.0,165000.0,2,1,1,Itararé
2454,Casas,24.0,230000.0,1,1,3,Santa Cruz
2455,Casas,351.0,1800000.0,5,5,5,Santa Isabel
2456,Apartamentos,77.0,300000.0,2,3,1,Uruguai
2457,Casas,103.0,290000.0,3,2,4,Itararé
2458,Apartamentos,40.0,130000.0,2,1,1,Gurupi
2460,Apartamentos,115.0,230000.0,2,3,1,Aeroporto
2461,Apartamentos,40.0,150000.0,2,1,1,Gurupi
2462,Apartamentos,77.0,360000.0,3,2,1,Noivos
2464,Apartamentos,255.0,1800000.0,4,5,3,Horto
2465,Apartamentos,101.0,370000.0,2,2,1,São Cristóvão
2466,Apartamentos,177.0,1100000.0,4,5,2,Centro
2467,Apartamentos,64.0,380000.0,3,2,2,Gurupi
2468,Apartamentos,62.0,435000.0,2,3,1,Recanto das Palmeiras
2469,Apartamentos,224.0,1800000.0,3,4,3,Jóquei
2470,Apartamentos,124.0,690000.0,3,2,2,Jóquei
2471,Apartamentos,105.0,750000.0,3,2,2,Fátima
2472,Apartamentos,77.0,345000.0,3,3,1,Morada do Sol
2473,Apartamentos,210.0,1100000.0,3,4,4,Fátima
2474,Apartamentos,60.0,230000.0,2,2,1,Campestre
2475,Apartamentos,141.0,1174400.0,3,4,2,São Cristóvão
2476,Apartamentos,304.0,1900000.0,4,5,4,Jóquei
2477,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2478,Casas,76.0,290000.0,3,1,2,Morros
2479,Apartamentos,224.0,1800000.0,3,4,3,Jóquei
2480,Apartamentos,105.0,750000.0,3,2,2,Fátima
2481,Apartamentos,77.0,345000.0,3,3,1,Morada do Sol
2482,Apartamentos,210.0,1100000.0,3,4,4,Fátima
2483,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2484,Apartamentos,67.0,285000.0,3,2,1,Planalto
2485,Apartamentos,141.0,1174400.0,3,4,3,São Cristóvão
2486,Apartamentos,60.0,200000.0,2,2,1,Campestre
2487,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2488,Casas,225.0,500000.0,3,2,3,São Cristóvão
2489,Casas,200.0,590000.0,4,3,4,Satélite
2490,Casas,169.0,430000.0,3,3,4,Vale Quem Tem
2491,Casas,380.0,650000.0,4,5,4,São Cristóvão
2492,Casas,400.0,1300000.0,4,4,2,Gurupi
2493,Casas,103.0,620000.0,3,2,2,Campestre
2494,Apartamentos,152.0,800000.0,4,5,2,Samapi
2495,Apartamentos,74.0,300000.0,3,2,1,Santa Isabel
2496,Apartamentos,77.0,150000.0,3,2,2,Uruguai
2497,Apartamentos,160.0,1600000.0,3,4,3,Jóquei
2498,Casas,175.0,890000.0,4,5,4,Gurupi
2499,Apartamentos,76.0,336000.0,3,2,2,Uruguai
2500,Casas,520.0,2400000.0,3,3,4,Uruguai
2501,Casas,131.0,405000.0,3,3,4,Morros
2502,Apartamentos,47.0,125000.0,2,1,1,Lourival Parente
2503,Apartamentos,107.0,760000.0,3,4,2,Jóquei
2504,Apartamentos,72.0,390000.0,3,2,2,Recanto das Palmeiras
2505,Apartamentos,78.0,416000.0,3,2,2,Cristo Rei
2506,Casas,90.0,330000.0,2,1,2,Vale Quem Tem
2508,Apartamentos,47.0,180000.0,2,1,1,Uruguai
2509,Casas,281.0,980000.0,5,5,4,Horto
2510,Casas,182.0,980000.0,4,4,2,Horto
2511,Casas,123.0,685846.0,3,4,2,Morros
2512,Casas,70.0,370000.0,3,2,2,Gurupi
2513,Apartamentos,64.0,380000.0,3,2,2,Gurupi
2514,Casas,224.0,780000.0,3,2,2,Ininga
2515,Casas,200.0,870000.0,4,5,5,Ininga
2516,Apartamentos,78.0,478000.0,3,3,2,Monte Castelo
2517,Casas,290.0,1300000.0,3,4,5,Ininga
2518,Casas,240.0,750000.0,4,4,5,Morada do Sol
2520,Casas,99.0,380000.0,3,2,2,Gurupi
2521,Casas,220.0,1400000.0,4,3,3,Morros
2522,Apartamentos,55.0,230000.0,2,2,1,Gurupi
2523,Casas,180.0,650000.0,3,3,2,Morros
2524,Apartamentos,68.0,386732.0,3,2,2,Três Andares
2525,Apartamentos,225.0,2163425.0,4,5,4,Jóquei
2526,Apartamentos,49.0,135000.0,2,1,1,Uruguai
2527,Casas,87.0,403000.0,3,3,1,Morros
2528,Apartamentos,130.0,1161659.0,3,4,3,Jóquei
2531,Apartamentos,119.0,749000.0,1,1,2,Fátima
2532,Apartamentos,195.0,1500000.0,4,5,2,Jóquei
2533,Apartamentos,205.0,1200000.0,4,5,3,Jóquei
2534,Apartamentos,77.0,425000.0,3,3,2,Ininga
2535,Apartamentos,108.0,680000.0,3,3,2,Noivos
2536,Casas,182.0,987000.0,4,4,2,Horto
2538,Apartamentos,59.0,350000.0,3,1,1,Recanto das Palmeiras
2539,Apartamentos,99.0,250000.0,3,2,1,Horto
2540,Casas,34.0,280000.0,2,1,1,Itararé
2541,Casas,275.0,230000.0,1,1,2,Buenos Aires
2542,Apartamentos,106.0,780000.0,3,3,2,Jóquei
2544,Casas,110.0,390000.0,3,3,3,Piçarreira
2546,Apartamentos,70.0,750000.0,3,2,2,Jóquei
2548,Casas,180.0,500000.0,3,2,3,Saci
2549,Apartamentos,107.0,860000.0,3,5,2,Jóquei
2550,Apartamentos,74.0,495000.0,2,2,1,Santa Isabel
2552,Casas,280.0,1400000.0,4,4,5,Ininga
2553,Casas,190.0,325000.0,4,3,1,Saci
2554,Casas,237.0,850000.0,4,4,2,Jóquei
2555,Casas,237.0,1400000.0,4,4,5,Ininga
2556,Casas,180.0,650000.0,3,4,5,São Pedro
2557,Apartamentos,141.0,1270000.0,3,4,2,Fátima
2558,Apartamentos,186.0,1179945.0,4,5,3,Noivos
2559,Casas,440.0,1300000.0,4,5,4,Socopo
2560,Casas,293.0,2000000.0,4,5,2,Uruguai
2561,Apartamentos,62.0,435000.0,2,3,1,Recanto das Palmeiras
2562,Apartamentos,128.0,1000000.0,3,4,2,Fátima
2563,Apartamentos,227.0,1900000.0,3,4,4,Jóquei
2564,Apartamentos,124.0,690000.0,3,2,2,Jóquei
2565,Apartamentos,255.0,1800000.0,4,5,3,Horto
2566,Apartamentos,177.0,1100000.0,4,5,2,Centro
2567,Apartamentos,101.0,370000.0,2,2,1,São Cristóvão
2568,Apartamentos,32.0,297600.0,1,2,1,Horto
2569,Apartamentos,60.0,340000.0,2,2,1,Ininga
2570,Apartamentos,107.0,760000.0,4,4,2,Jóquei
2571,Apartamentos,74.0,355000.0,3,2,1,Santa Isabel
2572,Apartamentos,67.0,225000.0,2,2,1,São Cristóvão
2573,Casas,300.0,140000.0,4,4,2,Aroeiras
2574,Apartamentos,72.0,360990.0,3,1,2,São João
2575,Apartamentos,137.0,900000.0,3,4,2,Jóquei
2576,Apartamentos,74.0,470000.0,2,2,1,Santa Isabel
2577,Casas,106.0,345000.0,3,2,1,Verde Lar
2578,Apartamentos,127.0,1150000.0,3,4,2,Fátima
2579,Apartamentos,77.0,370000.0,2,2,1,Campestre
2580,Apartamentos,68.0,230000.0,3,2,1,Recanto das Palmeiras
2581,Apartamentos,47.0,170000.0,2,1,1,Lourival Parente
2582,Casas,250.0,1750000.0,4,4,4,Uruguai
2583,Casas,120.0,620000.0,4,4,2,Gurupi
2584,Casas,246.0,1500000.0,4,5,2,Uruguai
2585,Apartamentos,46.0,150000.0,2,1,1,Santa Maria
2586,Apartamentos,61.0,280000.0,2,1,1,Santa Isabel
2587,Casas,70.0,200000.0,3,1,1,Vale do Gavião
2588,Casas,200.0,650000.0,4,2,3,Morada do Sol
2590,Casas,140.0,235000.0,4,4,2,Morros
2591,Apartamentos,77.0,366500.0,3,1,2,Cristo Rei
2592,Casas,300.0,1300000.0,4,5,5,Gurupi
2594,Casas,220.0,650000.0,3,1,2,Morada do Sol
2595,Apartamentos,45.0,130000.0,2,1,1,Santa Maria
2596,Apartamentos,303.0,2750000.0,4,1,4,Jóquei
2597,Apartamentos,50.0,162000.0,2,1,1,Santa Isabel
2598,Casas,100.0,600000.0,3,2,4,Santa Isabel
2599,Apartamentos,77.0,360000.0,3,2,1,Noivos
2600,Casas,226.0,750000.0,4,5,5,Fátima
2601,Apartamentos,72.0,460000.0,2,3,2,São Cristóvão
2602,Apartamentos,62.0,290000.0,3,2,2,São João
2603,Casas,250.0,799000.0,3,4,4,Ininga
2605,Apartamentos,59.0,220000.0,3,2,1,Parque Ideal
2606,Casas,76.0,290000.0,3,3,2,Morros
2607,Apartamentos,128.0,530000.0,3,2,2,São João
2608,Casas,97.0,411500.0,3,4,2,Morros
2609,Casas,390.0,550000.0,3,1,3,Horto
2610,Casas,137.0,860000.0,4,5,3,Morros
2611,Apartamentos,99.0,250000.0,3,3,1,Santa Isabel
2612,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2613,Apartamentos,89.0,350000.0,3,3,2,Morada do Sol
2614,Apartamentos,45.0,199000.0,2,2,1,Uruguai
2615,Casas,76.0,290000.0,3,3,2,Morros
2616,Casas,76.0,290000.0,3,3,2,Morros
2617,Casas,76.0,290000.0,3,3,2,Morros
2618,Casas,270.0,1600000.0,4,4,2,Uruguai
2619,Casas,76.0,290000.0,3,3,2,Morros
2620,Casas,246.0,1500000.0,3,4,4,Uruguai
2621,Apartamentos,81.0,730000.0,3,2,2,Jóquei
2622,Apartamentos,102.0,250000.0,3,3,2,Campestre
2624,Apartamentos,168.0,1600000.0,3,4,2,Jóquei
2625,Apartamentos,60.0,285000.0,2,3,1,Santa Isabel
2626,Apartamentos,60.0,200000.0,3,2,1,Vale Quem Tem
2627,Casas,200.0,870000.0,4,5,5,Ininga
2628,Apartamentos,48.0,130000.0,3,1,1,Santa Isabel
2629,Casas,230.0,650000.0,4,3,2,Piçarreira
2630,Apartamentos,180.0,1700000.0,4,4,3,São Cristóvão
2631,Apartamentos,99.0,200000.0,2,2,1,Cristo Rei
2632,Apartamentos,59.0,279000.0,3,2,1,Recanto das Palmeiras
2633,Apartamentos,119.0,630000.0,3,3,2,Fátima
2635,Apartamentos,110.0,290000.0,3,2,2,São Pedro
2636,Apartamentos,80.0,750000.0,3,2,2,Jóquei
2637,Casas,424.0,1300000.0,5,5,4,Socopo
2638,Casas,287.0,850000.0,5,5,4,São João
2639,Casas,76.0,290000.0,3,3,2,Morros
2640,Apartamentos,78.0,350000.0,3,3,2,Jóquei
2641,Apartamentos,83.0,495000.0,3,2,2,Planalto
2642,Apartamentos,128.0,1000000.0,3,4,2,Fátima
2643,Apartamentos,89.0,350000.0,3,3,2,Morada do Sol
2644,Casas,169.0,430000.0,3,3,4,Vale Quem Tem
2645,Casas,146.0,390000.0,3,1,2,Primavera
2646,Apartamentos,56.0,288100.0,2,2,1,Macaúba
2647,Casas,225.0,500000.0,3,2,4,São Cristóvão
2648,Casas,200.0,590000.0,4,3,4,Satélite
2649,Casas,200.0,590000.0,4,3,4,Satélite
2650,Casas,103.0,620000.0,3,2,2,Campestre
2651,Casas,250.0,420000.0,5,5,3,Verde Lar
2652,Apartamentos,72.0,460000.0,2,3,2,São Cristóvão
2653,Casas,380.0,650000.0,4,5,4,São Cristóvão
2656,Apartamentos,62.0,290000.0,3,2,2,São João
2657,Casas,347.0,780000.0,4,4,4,Noivos
2658,Casas,287.0,850000.0,5,5,4,São João
2659,Casas,246.0,1500000.0,3,4,4,Uruguai
2660,Casas,140.0,700000.0,3,2,4,Fátima
2661,Casas,200.0,870000.0,4,5,5,Ininga
2662,Casas,520.0,2400000.0,3,3,4,Uruguai
2663,Casas,668.0,930000.0,4,5,5,Ininga
2664,Casas,322.0,1299000.0,4,4,5,Ininga
2665,Casas,76.0,290000.0,3,3,2,Morros
2666,Casas,157.0,330000.0,4,1,2,Matadouro
2667,Apartamentos,72.0,375000.0,3,2,2,Morros
2668,Casas,226.0,750000.0,4,5,5,Fátima
2669,Apartamentos,155.0,400000.0,3,3,1,Frei Serafim
2670,Apartamentos,57.0,201000.0,3,2,1,Jóquei
2671,Casas,196.0,570000.0,4,4,4,Fátima
2672,Apartamentos,127.0,1100000.0,3,3,2,Fátima
2674,Apartamentos,107.0,860000.0,3,4,2,Jóquei
2675,Casas,600.0,2980000.0,5,5,4,Uruguai
2676,Casas,200.0,380000.0,3,1,2,Saci
2677,Apartamentos,200.0,1400000.0,4,5,4,Jóquei
2678,Apartamentos,107.0,760000.0,3,4,2,Jóquei
2680,Apartamentos,244.0,2000000.0,4,5,3,São Cristóvão
2681,Apartamentos,224.0,1800000.0,3,4,3,Jóquei
2682,Casas,345.0,650000.0,3,3,4,Jóquei
2683,Casas,190.0,325000.0,4,3,1,Saci
2684,Apartamentos,227.0,2000000.0,4,5,4,Jóquei
2685,Apartamentos,162.0,850000.0,2,2,3,Jóquei
2686,Apartamentos,64.0,380000.0,3,2,2,Gurupi
2687,Apartamentos,141.0,1270000.0,3,4,3,Fátima
2688,Casas,130.0,190000.0,3,1,1,Itararé
2689,Apartamentos,304.0,1900000.0,4,5,4,Jóquei
2690,Apartamentos,98.0,250000.0,4,3,2,Campestre
2691,Casas,134.0,600000.0,4,2,3,Horto
2692,Apartamentos,91.0,640000.0,3,2,2,Morada do Sol
2693,Apartamentos,77.0,345000.0,3,3,1,Morada do Sol
2694,Apartamentos,210.0,1100000.0,3,4,4,Fátima
2695,Apartamentos,64.0,390000.0,3,2,2,Cristo Rei
2696,Apartamentos,75.0,215000.0,3,3,1,Cristo Rei
2697,Apartamentos,60.0,200000.0,2,2,1,Campestre
2698,Apartamentos,141.0,1174400.0,3,4,3,São Cristóvão
2699,Casas,442.0,2600000.0,4,5,5,Uruguai
2700,Casas,112.0,549000.0,3,4,2,Piçarreira
2701,Apartamentos,45.0,199000.0,2,2,1,Uruguai
2702,Apartamentos,59.0,220000.0,3,2,1,Novo Horizonte
2703,Apartamentos,90.0,370000.0,2,2,1,São João
2704,Apartamentos,119.0,950000.0,3,4,2,São Cristóvão
2705,Apartamentos,227.0,1900000.0,3,4,4,Jóquei
2706,Apartamentos,127.0,1250000.0,3,3,2,Fátima
2707,Casas,77.0,280000.0,3,2,2,Morros
2708,Casas,170.0,1150000.0,4,4,2,Horto
2710,Apartamentos,74.0,415000.0,3,2,1,Santa Isabel
2711,Apartamentos,72.0,390000.0,3,2,2,Recanto das Palmeiras
2713,Apartamentos,97.0,560000.0,2,2,1,Fátima
2714,Apartamentos,180.0,1800000.0,3,2,3,São Cristóvão
2715,Apartamentos,98.0,570000.0,3,2,2,Horto
2716,Casas,112.0,390000.0,4,2,3,Gurupi
2717,Casas,135.0,650000.0,3,2,3,Jóquei
2718,Apartamentos,55.0,170000.0,2,2,1,Uruguai
2719,Apartamentos,101.0,370000.0,2,2,1,São Cristóvão
2720,Apartamentos,177.0,1100000.0,4,5,2,Centro
